filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
41ca9451-0431-436b-99fa-404c75402407.fast5	41ca9451-0431-436b-99fa-404c75402407	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	272	2	54415.083250	13.788000	27576	TRUE	54415.103750	27535	13.767500	4554	10.655281	0.000000	77.870155	8.958513	76.430649	9.806737
913e1853-7b90-42ba-8fb8-eda7dd6b1cec.fast5	913e1853-7b90-42ba-8fb8-eda7dd6b1cec	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	198	1	20135.872000	9.167500	18335	TRUE	20135.948000	18183	9.091500	4337	12.181854	0.000000	69.428482	8.097118	67.631264	9.147738
b986b1f7-4157-44af-acbe-1a072634b7bc.fast5	b986b1f7-4157-44af-acbe-1a072634b7bc	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	492	3	63239.942500	14.713250	29426	TRUE	63240.166500	28978	14.489250	4425	9.752439	0.000000	73.735458	10.509026	75.296135	9.477659
60823b6d-6482-401c-a40a-99c785b1c9c0.fast5	60823b6d-6482-401c-a40a-99c785b1c9c0	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	316	3	60225.992000	13.448000	26896	TRUE	60226.295000	26290	13.145000	4438	11.818837	0.000000	72.874062	8.786234	70.513557	9.810745
c70d2951-680c-4f52-962c-5fbffd316367.fast5	c70d2951-680c-4f52-962c-5fbffd316367	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	391	4	86169.501750	50.103000	100206	TRUE	86169.655250	99899	49.949500	13597	11.396072	0.000000	60.469967	9.303072	62.610401	8.409336
482958b6-0c64-4568-bca0-fe4eb82a4f58.fast5	482958b6-0c64-4568-bca0-fe4eb82a4f58	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	223	4	15929.354750	16.193500	32387	TRUE	15929.387250	32322	16.161000	4488	9.551605	0.000000	67.361130	9.819909	69.467239	9.012321
8ca1b365-e5dd-4594-bb4b-4003c8315275.fast5	8ca1b365-e5dd-4594-bb4b-4003c8315275	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	67	2	8774.384250	22.317500	44635	TRUE	8774.650750	44102	22.051000	8701	12.513967	0.000000	75.802803	8.786234	73.115776	9.877113
ca8dde64-61cd-422d-9347-f62845a36b19.fast5	ca8dde64-61cd-422d-9347-f62845a36b19	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	91	1	32732.865750	11.664750	23329	TRUE	32733.058750	22943	11.471750	4467	13.324219	0.000000	71.323547	8.441676	70.675812	8.929353
5f2c47dc-4ee3-4fa2-ae92-08c78ad77122.fast5	5f2c47dc-4ee3-4fa2-ae92-08c78ad77122	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	332	3	21010.994250	11.325000	22650	TRUE	21011.126250	22386	11.193000	4375	13.036690	0.000000	68.911644	10.336746	70.949585	9.436463
7e2004a1-9ab9-4aa9-ad6f-c93145ff6b0c.fast5	7e2004a1-9ab9-4aa9-ad6f-c93145ff6b0c	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	501	3	104630.621000	25.411750	50823	TRUE	104630.646000	50773	25.386750	9012	12.805734	0.000000	75.113693	8.958513	78.584007	10.257720
e47bf1a0-7c17-4406-bc2c-d5f4d999de77.fast5	e47bf1a0-7c17-4406-bc2c-d5f4d999de77	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	161	3	94291.394750	11.507250	23014	TRUE	94291.591750	22620	11.310250	4300	11.696077	0.000000	77.870155	9.130793	76.639587	10.233092
dfcafbb8-6bf7-42af-a52b-6e471102f599.fast5	dfcafbb8-6bf7-42af-a52b-6e471102f599	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	325	1	34814.868000	12.607000	25214	TRUE	34814.953500	25043	12.521500	4563	11.860394	0.000000	62.881874	9.475350	64.968750	8.750948
40c28a13-0929-41db-9964-ae949ddc66b1.fast5	40c28a13-0929-41db-9964-ae949ddc66b1	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	471	3	70615.376500	13.694500	27389	TRUE	70615.391500	27359	13.679500	4345	11.647220	0.000000	75.285965	8.786234	74.854591	9.675889
ae85aba2-3f59-4be2-acd1-f492a7f2211b.fast5	ae85aba2-3f59-4be2-acd1-f492a7f2211b	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	285	3	24835.492250	22.484750	44969	TRUE	24835.627250	44699	22.349750	8872	11.233107	0.000000	71.495827	9.475350	70.989449	9.277421
639b928a-0fb3-46a3-8e9e-b78c3fc013e7.fast5	639b928a-0fb3-46a3-8e9e-b78c3fc013e7	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	362	3	123282.396500	12.570750	25141	TRUE	123282.468000	24998	12.499250	4567	9.628864	0.000000	96.304016	10.164467	94.473045	11.374376
029c7f77-e48d-4c2f-9ba4-94621e7d7d08.fast5	029c7f77-e48d-4c2f-9ba4-94621e7d7d08	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	427	4	59074.441000	29.468750	58937	TRUE	59074.548000	58723	29.361750	9041	11.373857	0.000000	69.600761	10.336746	72.370712	9.894219
fe323748-25b5-4fb4-a639-429cdff108d2.fast5	fe323748-25b5-4fb4-a639-429cdff108d2	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	451	2	63508.140500	13.633000	27266	TRUE	63508.279500	26988	13.494000	4288	11.314195	0.000000	68.050247	8.269397	67.103989	8.875998
cee8317c-b192-4482-b9ed-a749adcc92f9.fast5	cee8317c-b192-4482-b9ed-a749adcc92f9	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	217	2	356.941250	9.845250	19690	TRUE	356.994250	19584	9.792250	4237	7.049183	0.000000	80.109787	10.164467	80.839027	10.371869
1ae7cf1a-b8be-4cf0-9ee1-88a38c7e52ac.fast5	1ae7cf1a-b8be-4cf0-9ee1-88a38c7e52ac	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	268	4	29095.041750	22.403500	44807	TRUE	29095.146750	44597	22.298500	9040	13.513104	0.000000	74.080017	8.613955	73.690460	9.835088
6c6534a9-c3da-4cda-be69-93943a1d5b76.fast5	6c6534a9-c3da-4cda-be69-93943a1d5b76	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	208	1	107068.380250	12.800500	25601	TRUE	107068.444750	25472	12.736000	4141	7.962701	0.000000	75.285965	7.580281	74.014793	9.280765
3bc8ccb9-987e-4f4c-80ae-9be60c70a1e9.fast5	3bc8ccb9-987e-4f4c-80ae-9be60c70a1e9	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	210	3	21483.769250	13.581250	27162	TRUE	21483.908750	26883	13.441750	4575	11.581840	0.000000	70.978989	10.509026	72.980736	9.503823
f093a870-78da-43ca-8ab1-e752847f2b8c.fast5	f093a870-78da-43ca-8ab1-e752847f2b8c	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	319	1	15821.072500	14.346750	28693	TRUE	15821.136500	28565	14.282750	4613	11.297729	0.000000	66.327454	9.819909	68.660278	8.992112
514b2a40-b7d9-4094-95f9-f03cbc6df6f2.fast5	514b2a40-b7d9-4094-95f9-f03cbc6df6f2	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	191	3	14598.294250	27.294000	54588	TRUE	14598.294250	54588	27.294000	8685	11.112397	0.000000	69.256203	9.303072	70.556511	9.394243
b1ef5ed7-8101-404e-a1d2-6090a7422cea.fast5	b1ef5ed7-8101-404e-a1d2-6090a7422cea	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	125	2	96176.590500	23.725250	47450	TRUE	96176.626000	47379	23.689750	8730	12.862189	0.000000	82.177132	9.303072	80.937538	10.804177
5aa4fd3c-f970-4127-a325-2e4e366a0cff.fast5	5aa4fd3c-f970-4127-a325-2e4e366a0cff	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	24	4	36721.376250	11.567000	23134	TRUE	36721.540750	22805	11.402500	4377	11.046773	0.000000	75.113693	8.613955	73.605057	9.470991
d4da37f9-0a37-4e61-9c22-7a7f4e127013.fast5	d4da37f9-0a37-4e61-9c22-7a7f4e127013	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	161	3	20199.490250	43.711250	87422	TRUE	20199.612750	87177	43.588750	17702	11.558244	0.000000	75.458244	8.786234	73.825020	10.375154
73f0ba4c-1893-468b-a9d4-ae897a533cbe.fast5	73f0ba4c-1893-468b-a9d4-ae897a533cbe	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	111	1	12989.858500	12.865500	25731	TRUE	12989.921000	25606	12.803000	4397	10.241612	0.000000	68.050247	10.164467	70.714844	9.691607
a5f09217-d3ef-4025-bae4-b369d070a984.fast5	a5f09217-d3ef-4025-bae4-b369d070a984	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	287	1	46685.667500	12.095250	24190	TRUE	46685.760000	24005	12.002750	4389	10.269257	0.000000	66.155174	9.819909	69.407806	9.688082
6783dd2e-f068-4665-bc34-475191bde1c2.fast5	6783dd2e-f068-4665-bc34-475191bde1c2	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	16	2	26957.624750	11.900000	23800	TRUE	26957.678750	23692	11.846000	4381	12.032317	0.000000	65.982895	10.164467	67.961395	8.755610
f68a7d29-07b0-48fa-90a6-abde5e8319ed.fast5	f68a7d29-07b0-48fa-90a6-abde5e8319ed	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	233	3	58492.790250	73.693750	147387	TRUE	58492.805250	147357	73.678750	26050	11.997713	0.000000	75.285965	9.303072	73.915337	9.450841
23992c44-279f-4bcd-a25d-8669d4111f9a.fast5	23992c44-279f-4bcd-a25d-8669d4111f9a	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	501	1	35977.964000	12.244500	24489	TRUE	35978.008500	24400	12.200000	4559	11.426791	0.000000	68.911644	8.441676	68.730537	8.961171
11185a16-60ba-419a-b342-b1fb1b2f44e8.fast5	11185a16-60ba-419a-b342-b1fb1b2f44e8	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	131	4	93462.709750	12.458250	24916	TRUE	93462.796250	24743	12.371750	4581	11.743978	0.000000	77.353317	9.130793	75.903519	9.753168
97f72a03-2e2a-4e89-991b-4e34c91ecbc5.fast5	97f72a03-2e2a-4e89-991b-4e34c91ecbc5	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	8	4	17700.939750	14.403750	28807	TRUE	17700.988750	28709	14.354750	4584	12.025389	0.000000	67.016571	9.992188	68.724380	9.398582
493d8cb1-ca97-4ff1-a371-8b9ddbee5dd6.fast5	493d8cb1-ca97-4ff1-a371-8b9ddbee5dd6	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	64	3	25255.542500	34.585750	69171	TRUE	25255.938000	68380	34.190250	13222	11.561215	0.000000	64.432388	7.752560	63.466167	8.523596
3ea8fad4-76ce-4c3d-8760-2c287d6d2b17.fast5	3ea8fad4-76ce-4c3d-8760-2c287d6d2b17	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	88	3	61360.745750	15.918500	31837	TRUE	61360.745750	31837	15.918500	4491	9.458137	0.000000	53.923359	7.752560	55.623760	7.927506
1c23c923-b875-402b-8791-619e3beac05e.fast5	1c23c923-b875-402b-8791-619e3beac05e	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	489	1	66594.048750	43.636000	87272	TRUE	66594.372750	86624	43.312000	13552	11.106077	0.000000	64.949219	9.992188	68.228424	8.958163
9dde1bb5-f52c-4eba-b55c-27ae5a3b70d8.fast5	9dde1bb5-f52c-4eba-b55c-27ae5a3b70d8	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	168	3	24262.206500	11.358000	22716	TRUE	24262.484500	22160	11.080000	4571	13.327707	0.000000	69.428482	8.269397	67.725204	9.008528
5c465ebe-2ad8-4458-b1c0-466fecf3fd91.fast5	5c465ebe-2ad8-4458-b1c0-466fecf3fd91	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	505	2	81113.895500	53.841750	107683	TRUE	81113.919000	107636	53.818250	15019	11.630692	0.000000	76.319641	11.025863	76.958809	10.671586
3bfff38a-faa2-4713-93fc-7055c05ab7d9.fast5	3bfff38a-faa2-4713-93fc-7055c05ab7d9	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	505	2	6314.839500	69.492000	138984	TRUE	6314.998000	138667	69.333500	25824	10.280812	0.000000	73.735458	9.819909	72.159790	9.515995
6b5049cb-d13d-4808-8450-397a312d17b9.fast5	6b5049cb-d13d-4808-8450-397a312d17b9	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	242	1	11896.483000	12.894250	25788	TRUE	11896.548500	25657	12.828750	4490	10.173870	0.000000	70.289871	10.336746	72.710594	9.530249
84001c37-643f-4342-82e4-84677df9fe86.fast5	84001c37-643f-4342-82e4-84677df9fe86	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	422	3	71516.815750	13.320000	26640	FALSE	71516.859750	26552	13.276000	4364	6.541097	0.000000	67.533409	9.647630	68.115173	9.270209
04de3e69-75ea-4299-a510-557ced9b6610.fast5	04de3e69-75ea-4299-a510-557ced9b6610	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	245	3	15793.958250	27.051500	54103	TRUE	15794.098750	53822	26.911000	8876	10.943347	0.000000	68.050247	8.958513	68.199867	9.036688
dfcfe595-f944-4127-9861-75ce19697492.fast5	dfcfe595-f944-4127-9861-75ce19697492	82dc462fc1d07e69c1507ae16e46fb64f9ab6005	0	308	2	3411.100750	11.065500	22131	TRUE	3411.364750	21603	10.801500	4332	11.452984	0.000000	73.563179	8.786234	71.512596	9.521110
