umi1023bins,Staphylococcus_1
umi10241bins,Staphylococcus_2
umi10242bins,Staphylococcus_1
umi10243bins,Enterococcus_4
umi10246bins,Staphylococcus_6
umi10247bins,Salmonella_7
umi10251bins,Enterococcus_1
umi10253bins,Salmonella_3
umi10256bins,Staphylococcus_1
umi10257bins,Lactobacillus_1
umi10259bins,Bacillus_9
umi1025bins,Lactobacillus_2
umi10265bins,Bacillus_2
umi10268bins,Bacillus_4_5
umi1026bins,Staphylococcus_2
umi10275bins,Staphylococcus_5
umi10276bins,Bacillus_6
umi10279bins,Bacillus_4_5
umi1027bins,Listeria_6
umi10281bins,Salmonella_2
umi10282bins,Salmonella_3
umi10283bins,Escherichia_5
umi10287bins,Pseudomonas_1_2_3_4
umi10291bins,Listeria_2_5
umi10299bins,Escherichia_6
umi102bins,Listeria_2_5
umi10306bins,Escherichia_2
umi10307bins,Staphylococcus_1
umi10308bins,Staphylococcus_4
umi10311bins,Escherichia_2
umi10312bins,Enterococcus_1
umi10318bins,Lactobacillus_3
umi10320bins,Listeria_2_5
umi10323bins,Lactobacillus_3
umi10324bins,Staphylococcus_5
umi10325bins,Bacillus_3
umi10328bins,Listeria_4
umi10331bins,Lactobacillus_3
umi10333bins,Salmonella_5
umi10334bins,Escherichia_2
umi10337bins,Staphylococcus_3
umi10338bins,Bacillus_8
umi10343bins,Staphylococcus_2
umi10344bins,Staphylococcus_2
umi10349bins,Escherichia_2
umi1034bins,Pseudomonas_1_2_3_4
umi10350bins,Staphylococcus_2
umi10353bins,Escherichia_5
umi10355bins,Staphylococcus_1
umi10358bins,Salmonella_7
umi10361bins,Staphylococcus_2
umi10363bins,Staphylococcus_3
umi10367bins,Staphylococcus_5
umi10368bins,Bacillus_1
umi10369bins,Lactobacillus_4
umi10370bins,Escherichia_4
umi1037bins,Staphylococcus_1
umi10380bins,Listeria_6
umi10395bins,Bacillus_1
umi10398bins,Staphylococcus_5
umi10399bins,Listeria_1
umi1039bins,Pseudomonas_1_2_3_4
umi10402bins,Lactobacillus_2
umi10405bins,Bacillus_4_5
umi10407bins,Bacillus_4_5
umi10408bins,Escherichia_1
umi1040bins,Lactobacillus_4
umi10413bins,Bacillus_4_5
umi10414bins,Staphylococcus_6
umi10419bins,Bacillus_10
umi1041bins,Lactobacillus_2
umi10423bins,Listeria_2_5
umi10425bins,Staphylococcus_2
umi10429bins,Lactobacillus_1
umi10431bins,Staphylococcus_1
umi10432bins,Bacillus_4_5
umi10436bins,Salmonella_3
umi10438bins,Listeria_4
umi10439bins,Bacillus_10
umi1043bins,Lactobacillus_3
umi10442bins,Escherichia_7
umi10443bins,Pseudomonas_1_2_3_4
umi10445bins,Salmonella_5
umi10447bins,Staphylococcus_5
umi10450bins,Listeria_2_5
umi10451bins,Bacillus_1
umi10453bins,Salmonella_7
umi10455bins,Pseudomonas_1_2_3_4
umi10458bins,Staphylococcus_2
umi10460bins,Salmonella_1
umi10461bins,Lactobacillus_3
umi10465bins,Bacillus_7
umi10468bins,Escherichia_2
umi10471bins,Bacillus_4_5
umi10472bins,Staphylococcus_2
umi10473bins,Listeria_2_5
umi10477bins,Listeria_2_5
umi10479bins,Lactobacillus_1
umi1047bins,Pseudomonas_1_2_3_4
umi10483bins,Listeria_1
umi10486bins,Listeria_2_5
umi10489bins,Escherichia_2
umi10493bins,Pseudomonas_1_2_3_4
umi10494bins,Bacillus_4_5
umi10495bins,Salmonella_3
umi1049bins,Lactobacillus_4
umi10500bins,Staphylococcus_6
umi10504bins,Pseudomonas_1_2_3_4
umi10505bins,Escherichia_3
umi10508bins,Staphylococcus_5
umi10511bins,Listeria_6
umi10513bins,Enterococcus_1
umi10514bins,Escherichia_2
umi10515bins,Staphylococcus_6
umi10516bins,Lactobacillus_1
umi10518bins,Staphylococcus_1
umi10519bins,Lactobacillus_1
umi1051bins,Staphylococcus_1
umi10537bins,Bacillus_2
umi10539bins,Pseudomonas_1_2_3_4
umi1053bins,Lactobacillus_1
umi10540bins,Listeria_3
umi10543bins,Listeria_4
umi10545bins,Listeria_6
umi10547bins,Listeria_1
umi10551bins,Staphylococcus_1
umi10553bins,Listeria_4
umi10555bins,Listeria_2_5
umi10556bins,Staphylococcus_1
umi10559bins,Staphylococcus_4
umi10562bins,Listeria_6
umi10564bins,Escherichia_6
umi10569bins,Staphylococcus_1
umi10570bins,Escherichia_2
umi10571bins,Staphylococcus_5
umi10572bins,Pseudomonas_1_2_3_4
umi10577bins,Staphylococcus_5
umi10582bins,Bacillus_8
umi10584bins,Listeria_6
umi10586bins,Staphylococcus_4
umi10587bins,Escherichia_4
umi10588bins,Pseudomonas_1_2_3_4
umi10590bins,Staphylococcus_5
umi10597bins,Staphylococcus_1
umi10598bins,Escherichia_7
umi10599bins,Lactobacillus_5
umi1059bins,Staphylococcus_6
umi10603bins,Bacillus_4_5
umi10606bins,Listeria_2_5
umi10609bins,Lactobacillus_2
umi1060bins,Bacillus_10
umi10612bins,Staphylococcus_3
umi10617bins,Escherichia_7
umi10619bins,Bacillus_7
umi1061bins,Lactobacillus_4
umi10620bins,Staphylococcus_5
umi10621bins,Escherichia_1
umi10623bins,Staphylococcus_3
umi10627bins,Staphylococcus_1
umi10633bins,Listeria_3
umi10635bins,Escherichia_3
umi10636bins,Listeria_3
umi10643bins,Lactobacillus_1
umi10648bins,Salmonella_2
umi10649bins,Bacillus_9
umi10650bins,Salmonella_6
umi10652bins,Salmonella_6
umi10655bins,Listeria_2_5
umi10657bins,Staphylococcus_5
umi10658bins,Staphylococcus_5
umi1065bins,Bacillus_4_5
umi10668bins,Salmonella_6
umi10669bins,Escherichia_7
umi1066bins,Escherichia_3
umi10670bins,Escherichia_7
umi10678bins,Listeria_2_5
umi1067bins,Salmonella_6
umi10681bins,Listeria_1
umi10688bins,Staphylococcus_6
umi10689bins,Staphylococcus_4
umi10695bins,Staphylococcus_5
umi106bins,Listeria_2_5
umi10705bins,Escherichia_1
umi10707bins,Bacillus_4_5
umi10709bins,Staphylococcus_3
umi10712bins,Staphylococcus_5
umi10713bins,Staphylococcus_5
umi10716bins,Listeria_2_5
umi10719bins,Staphylococcus_2
umi1071bins,Lactobacillus_1
umi10723bins,Staphylococcus_6
umi10727bins,Salmonella_2
umi10729bins,Staphylococcus_6
umi10732bins,Lactobacillus_5
umi10734bins,Pseudomonas_1_2_3_4
umi10735bins,Staphylococcus_4
umi10741bins,Listeria_2_5
umi10742bins,Staphylococcus_5
umi10744bins,Salmonella_7
umi10746bins,Lactobacillus_4
umi10747bins,Escherichia_5
umi10748bins,Escherichia_3
umi10754bins,Lactobacillus_1
umi10755bins,Bacillus_7
umi10756bins,Enterococcus_2
umi10759bins,Bacillus_8
umi10761bins,Bacillus_3
umi10763bins,Bacillus_4_5
umi10764bins,Salmonella_7
umi10766bins,Listeria_3
umi10769bins,Listeria_6
umi10770bins,Staphylococcus_3
umi10772bins,Staphylococcus_5
umi10773bins,Lactobacillus_1
umi10774bins,Listeria_1
umi10775bins,Listeria_3
umi10776bins,Enterococcus_3
umi10780bins,Staphylococcus_3
umi10781bins,Lactobacillus_3
umi10783bins,Escherichia_7
umi10785bins,Escherichia_7
umi10787bins,Listeria_3
umi10788bins,Staphylococcus_2
umi1078bins,Listeria_2_5
umi10790bins,Staphylococcus_2
umi10791bins,Staphylococcus_1
umi10796bins,Lactobacillus_1
umi10797bins,Escherichia_1
umi10798bins,Staphylococcus_3
umi1079bins,Staphylococcus_5
umi10801bins,Listeria_2_5
umi10805bins,Bacillus_1
umi10806bins,Staphylococcus_2
umi10807bins,Escherichia_1
umi10810bins,Salmonella_1
umi10812bins,Bacillus_6
umi10815bins,Enterococcus_1
umi1081bins,Staphylococcus_5
umi10820bins,Salmonella_7
umi10822bins,Staphylococcus_6
umi10825bins,Escherichia_3
umi10827bins,Staphylococcus_5
umi10828bins,Bacillus_4_5
umi10829bins,Bacillus_3
umi10834bins,Bacillus_3
umi10835bins,Staphylococcus_4
umi10836bins,Salmonella_5
umi10838bins,Lactobacillus_4
umi10842bins,Bacillus_4_5
umi10844bins,Escherichia_1
umi10845bins,Listeria_4
umi10847bins,Staphylococcus_1
umi10849bins,Staphylococcus_5
umi10852bins,Salmonella_2
umi10854bins,Staphylococcus_2
umi10855bins,Listeria_6
umi10857bins,Staphylococcus_1
umi10859bins,Staphylococcus_1
umi10861bins,Listeria_1
umi10863bins,Staphylococcus_2
umi10867bins,Bacillus_10
umi10868bins,Lactobacillus_4
umi10869bins,Lactobacillus_3
umi1086bins,Staphylococcus_4
umi10876bins,Salmonella_5
umi10877bins,Listeria_2_5
umi10880bins,Enterococcus_3
umi10882bins,Pseudomonas_1_2_3_4
umi10883bins,Listeria_3
umi10886bins,Staphylococcus_4
umi10887bins,Escherichia_5
umi10888bins,Staphylococcus_2
umi10890bins,Listeria_1
umi10893bins,Bacillus_8
umi10894bins,Lactobacillus_1
umi1089bins,Listeria_1
umi10906bins,Bacillus_4_5
umi10910bins,Bacillus_9
umi10918bins,Listeria_6
umi10919bins,Escherichia_4
umi1091bins,Staphylococcus_3
umi10920bins,Pseudomonas_1_2_3_4
umi10921bins,Escherichia_7
umi10923bins,Bacillus_9
umi10926bins,Staphylococcus_5
umi10928bins,Bacillus_6
umi10929bins,Staphylococcus_5
umi1092bins,Pseudomonas_1_2_3_4
umi10932bins,Staphylococcus_2
umi10933bins,Bacillus_10
umi10936bins,Lactobacillus_5
umi10937bins,Enterococcus_2
umi10938bins,Escherichia_7
umi10939bins,Lactobacillus_5
umi10940bins,Staphylococcus_2
umi10943bins,Lactobacillus_3
umi10944bins,Bacillus_2
umi10946bins,Staphylococcus_4
umi10950bins,Escherichia_4
umi10953bins,Escherichia_2
umi10954bins,Escherichia_2
umi10959bins,Lactobacillus_3
umi10961bins,Lactobacillus_2
umi10965bins,Escherichia_3
umi10966bins,Pseudomonas_1_2_3_4
umi10967bins,Escherichia_1
umi1096bins,Bacillus_8
umi10970bins,Escherichia_5
umi10972bins,Lactobacillus_4
umi10977bins,Pseudomonas_1_2_3_4
umi10980bins,Salmonella_3
umi10982bins,Bacillus_4_5
umi10989bins,Listeria_1
umi1098bins,Pseudomonas_1_2_3_4
umi10990bins,Bacillus_1
umi10993bins,Listeria_1
umi10994bins,Bacillus_4_5
umi10996bins,Escherichia_2
umi10bins,Lactobacillus_2
umi11001bins,Bacillus_9
umi11002bins,Lactobacillus_2
umi11003bins,Staphylococcus_5
umi11009bins,Staphylococcus_6
umi11012bins,Escherichia_7
umi11015bins,Pseudomonas_1_2_3_4
umi11016bins,Lactobacillus_2
umi11021bins,Staphylococcus_3
umi11027bins,Listeria_2_5
umi1102bins,Pseudomonas_1_2_3_4
umi11030bins,Lactobacillus_3
umi11033bins,Escherichia_1
umi11034bins,Enterococcus_4
umi11035bins,Lactobacillus_1
umi11042bins,Listeria_1
umi11045bins,Staphylococcus_4
umi11047bins,Staphylococcus_4
umi1104bins,Listeria_1
umi11053bins,Lactobacillus_2
umi11054bins,Lactobacillus_5
umi11056bins,Enterococcus_1
umi11059bins,Enterococcus_2
umi1105bins,Listeria_6
umi11060bins,Escherichia_7
umi11061bins,Listeria_1
umi11062bins,Pseudomonas_1_2_3_4
umi11063bins,Staphylococcus_5
umi11065bins,Staphylococcus_5
umi11066bins,Pseudomonas_1_2_3_4
umi11069bins,Lactobacillus_4
umi11071bins,Pseudomonas_1_2_3_4
umi11073bins,Listeria_2_5
umi11076bins,Listeria_3
umi11078bins,Lactobacillus_4
umi11079bins,Listeria_3
umi11080bins,Lactobacillus_4
umi11081bins,Enterococcus_4
umi11082bins,Bacillus_9
umi11083bins,Listeria_6
umi11088bins,Enterococcus_1
umi1108bins,Listeria_2_5
umi11091bins,Escherichia_7
umi11093bins,Bacillus_2
umi11095bins,Bacillus_4_5
umi11098bins,Bacillus_4_5
umi11099bins,Pseudomonas_1_2_3_4
umi1109bins,Lactobacillus_2
umi110bins,Lactobacillus_1
umi11100bins,Staphylococcus_2
umi11101bins,Staphylococcus_2
umi11106bins,Lactobacillus_3
umi11107bins,Salmonella_1
umi11108bins,Lactobacillus_3
umi11110bins,Escherichia_7
umi11112bins,Bacillus_9
umi11114bins,Staphylococcus_5
umi11115bins,Pseudomonas_1_2_3_4
umi11116bins,Lactobacillus_3
umi11117bins,Lactobacillus_4
umi11119bins,Bacillus_8
umi1111bins,Enterococcus_4
umi11121bins,Salmonella_3
umi11123bins,Listeria_6
umi11124bins,Staphylococcus_4
umi11128bins,Staphylococcus_6
umi11130bins,Bacillus_10
umi11133bins,Escherichia_4
umi11134bins,Escherichia_7
umi11141bins,Bacillus_3
umi11142bins,Lactobacillus_4
umi11145bins,Bacillus_1
umi11147bins,Escherichia_3
umi11149bins,Bacillus_4_5
umi1114bins,Staphylococcus_1
umi11152bins,Lactobacillus_2
umi11153bins,Escherichia_7
umi11154bins,Lactobacillus_1
umi11160bins,Staphylococcus_2
umi11161bins,Listeria_2_5
umi11166bins,Listeria_4
umi11167bins,Pseudomonas_1_2_3_4
umi11170bins,Bacillus_4_5
umi11172bins,Salmonella_3
umi11177bins,Salmonella_1
umi1117bins,Bacillus_1
umi11180bins,Lactobacillus_1
umi11181bins,Pseudomonas_1_2_3_4
umi11182bins,Salmonella_6
umi11188bins,Salmonella_2
umi11189bins,Escherichia_7
umi1118bins,Lactobacillus_1
umi11191bins,Listeria_2_5
umi11192bins,Enterococcus_1
umi11193bins,Lactobacillus_2
umi11194bins,Escherichia_4
umi11195bins,Staphylococcus_6
umi11197bins,Listeria_1
umi11200bins,Bacillus_4_5
umi11203bins,Escherichia_3
umi11208bins,Pseudomonas_1_2_3_4
umi11209bins,Listeria_1
umi11210bins,Bacillus_3
umi11211bins,Pseudomonas_1_2_3_4
umi11212bins,Bacillus_3
umi11215bins,Staphylococcus_4
umi11216bins,Pseudomonas_1_2_3_4
umi11218bins,Staphylococcus_6
umi11228bins,Escherichia_4
umi11229bins,Listeria_6
umi11230bins,Listeria_2_5
umi11232bins,Staphylococcus_2
umi11235bins,Escherichia_6
umi11239bins,Lactobacillus_4
umi11240bins,Listeria_3
umi11243bins,Listeria_2_5
umi11244bins,Escherichia_5
umi11246bins,Lactobacillus_2
umi11249bins,Escherichia_3
umi11250bins,Bacillus_10
umi11255bins,Salmonella_6
umi11257bins,Lactobacillus_4
umi11258bins,Escherichia_3
umi11261bins,Staphylococcus_4
umi11264bins,Staphylococcus_4
umi11265bins,Listeria_1
umi11268bins,Staphylococcus_3
umi11269bins,Escherichia_7
umi11271bins,Pseudomonas_1_2_3_4
umi11273bins,Bacillus_4_5
umi11276bins,Lactobacillus_1
umi11280bins,Pseudomonas_1_2_3_4
umi11282bins,Listeria_2_5
umi11284bins,Escherichia_7
umi11285bins,Staphylococcus_4
umi11286bins,Pseudomonas_1_2_3_4
umi11288bins,Bacillus_9
umi1128bins,Lactobacillus_1
umi11292bins,Lactobacillus_5
umi11293bins,Staphylococcus_5
umi11296bins,Staphylococcus_6
umi11297bins,Listeria_2_5
umi11298bins,Listeria_3
umi1129bins,Staphylococcus_6
umi112bins,Lactobacillus_4
umi11300bins,Bacillus_6
umi11303bins,Enterococcus_1
umi11305bins,Staphylococcus_3
umi11306bins,Staphylococcus_6
umi11307bins,Escherichia_6
umi11308bins,Bacillus_3
umi11309bins,Bacillus_6
umi1130bins,Staphylococcus_6
umi11311bins,Staphylococcus_5
umi11313bins,Lactobacillus_4
umi11318bins,Listeria_6
umi1131bins,Escherichia_6
umi11322bins,Lactobacillus_3
umi11324bins,Enterococcus_3
umi11326bins,Bacillus_10
umi11329bins,Pseudomonas_1_2_3_4
umi1132bins,Salmonella_6
umi11334bins,Escherichia_5
umi11336bins,Bacillus_4_5
umi11337bins,Lactobacillus_3
umi11339bins,Listeria_6
umi11342bins,Listeria_6
umi11343bins,Bacillus_4_5
umi11345bins,Listeria_1
umi11347bins,Bacillus_4_5
umi1134bins,Bacillus_6
umi11351bins,Staphylococcus_3
umi11352bins,Lactobacillus_1
umi11353bins,Bacillus_9
umi11355bins,Bacillus_9
umi11357bins,Staphylococcus_2
umi11358bins,Listeria_2_5
umi11359bins,Bacillus_1
umi1135bins,Lactobacillus_4
umi11363bins,Bacillus_9
umi11365bins,Salmonella_6
umi11368bins,Staphylococcus_1
umi11371bins,Bacillus_2
umi11372bins,Listeria_3
umi11375bins,Lactobacillus_4
umi11376bins,Salmonella_2
umi11377bins,Staphylococcus_5
umi11379bins,Bacillus_10
umi11380bins,Bacillus_4_5
umi11386bins,Pseudomonas_1_2_3_4
umi11389bins,Staphylococcus_1
umi1138bins,Lactobacillus_3
umi11390bins,Staphylococcus_6
umi11393bins,Lactobacillus_3
umi11395bins,Salmonella_2
umi11397bins,Lactobacillus_2
umi11399bins,Staphylococcus_6
umi11403bins,Listeria_4
umi11404bins,Listeria_3
umi11407bins,Bacillus_7
umi11410bins,Listeria_1
umi11413bins,Staphylococcus_6
umi11414bins,Listeria_2_5
umi11417bins,Bacillus_4_5
umi1141bins,Pseudomonas_1_2_3_4
umi11420bins,Pseudomonas_1_2_3_4
umi11422bins,Staphylococcus_1
umi11424bins,Pseudomonas_1_2_3_4
umi11426bins,Listeria_2_5
umi1142bins,Staphylococcus_1
umi11431bins,Staphylococcus_1
umi11433bins,Escherichia_2
umi11434bins,Lactobacillus_2
umi11435bins,Bacillus_4_5
umi11437bins,Escherichia_3
umi11438bins,Staphylococcus_5
umi11440bins,Lactobacillus_2
umi11441bins,Lactobacillus_5
umi11442bins,Salmonella_1
umi11446bins,Listeria_4
umi11447bins,Bacillus_4_5
umi11451bins,Lactobacillus_3
umi11452bins,Staphylococcus_2
umi11453bins,Escherichia_5
umi11454bins,Escherichia_2
umi1145bins,Staphylococcus_3
umi11460bins,Listeria_4
umi11461bins,Staphylococcus_6
umi11463bins,Salmonella_3
umi11465bins,Listeria_1
umi11466bins,Staphylococcus_2
umi11470bins,Staphylococcus_5
umi11474bins,Bacillus_2
umi11476bins,Bacillus_10
umi11477bins,Lactobacillus_4
umi11480bins,Listeria_2_5
umi11482bins,Pseudomonas_1_2_3_4
umi11484bins,Bacillus_7
umi11485bins,Listeria_4
umi11488bins,Bacillus_4_5
umi11490bins,Lactobacillus_4
umi11492bins,Staphylococcus_4
umi11494bins,Staphylococcus_1
umi11495bins,Staphylococcus_4
umi11496bins,Staphylococcus_6
umi11498bins,Pseudomonas_1_2_3_4
umi11499bins,Lactobacillus_4
umi1149bins,Listeria_6
umi114bins,Listeria_1
umi11501bins,Listeria_2_5
umi11502bins,Staphylococcus_1
umi11503bins,Listeria_4
umi11509bins,Escherichia_7
umi11511bins,Pseudomonas_1_2_3_4
umi11513bins,Escherichia_6
umi11515bins,Pseudomonas_1_2_3_4
umi11516bins,Bacillus_4_5
umi11520bins,Staphylococcus_2
umi11528bins,Lactobacillus_2
umi1152bins,Listeria_2_5
umi11531bins,Salmonella_4
umi11532bins,Staphylococcus_1
umi11537bins,Escherichia_5
umi11543bins,Enterococcus_3
umi11544bins,Lactobacillus_3
umi11545bins,Lactobacillus_1
umi11547bins,Listeria_4
umi11555bins,Bacillus_7
umi11556bins,Bacillus_4_5
umi11557bins,Listeria_2_5
umi1155bins,Listeria_3
umi11563bins,Staphylococcus_4
umi11565bins,Lactobacillus_1
umi11566bins,Salmonella_5
umi11567bins,Lactobacillus_3
umi11568bins,Salmonella_2
umi11570bins,Bacillus_7
umi11571bins,Pseudomonas_1_2_3_4
umi11573bins,Salmonella_3
umi11577bins,Staphylococcus_6
umi11578bins,Staphylococcus_1
umi11580bins,Escherichia_5
umi11581bins,Pseudomonas_1_2_3_4
umi11588bins,Escherichia_6
umi11590bins,Lactobacillus_5
umi11591bins,Salmonella_2
umi11597bins,Staphylococcus_2
umi11599bins,Salmonella_1
umi115bins,Staphylococcus_2
umi11602bins,Staphylococcus_5
umi11603bins,Listeria_2_5
umi11605bins,Salmonella_1
umi11608bins,Bacillus_4_5
umi11609bins,Staphylococcus_5
umi11610bins,Escherichia_6
umi11611bins,Escherichia_6
umi11617bins,Staphylococcus_1
umi11621bins,Listeria_3
umi11623bins,Escherichia_4
umi11624bins,Escherichia_6
umi11625bins,Bacillus_8
umi11626bins,Staphylococcus_3
umi11627bins,Lactobacillus_4
umi11630bins,Escherichia_1
umi11635bins,Staphylococcus_5
umi11638bins,Salmonella_2
umi11641bins,Pseudomonas_1_2_3_4
umi11644bins,Listeria_1
umi11645bins,Staphylococcus_3
umi11649bins,Staphylococcus_6
umi11651bins,Listeria_3
umi11652bins,Staphylococcus_2
umi11653bins,Pseudomonas_1_2_3_4
umi11655bins,Pseudomonas_1_2_3_4
umi11656bins,Listeria_6
umi11657bins,Lactobacillus_4
umi1165bins,Listeria_6
umi11661bins,Bacillus_3
umi11663bins,Escherichia_1
umi11664bins,Lactobacillus_1
umi11667bins,Lactobacillus_2
umi11668bins,Lactobacillus_1
umi1166bins,Staphylococcus_6
umi11670bins,Staphylococcus_2
umi11672bins,Escherichia_3
umi11673bins,Listeria_6
umi11674bins,Bacillus_10
umi11677bins,Escherichia_1
umi11678bins,Lactobacillus_2
umi11680bins,Bacillus_8
umi11681bins,Bacillus_3
umi11682bins,Enterococcus_1
umi11685bins,Bacillus_4_5
umi1168bins,Staphylococcus_3
umi11692bins,Lactobacillus_3
umi11696bins,Staphylococcus_1
umi11699bins,Salmonella_5
umi11702bins,Bacillus_3
umi11703bins,Listeria_1
umi11704bins,Escherichia_3
umi11705bins,Listeria_2_5
umi1170bins,Listeria_3
umi11713bins,Enterococcus_2
umi11715bins,Listeria_6
umi11718bins,Salmonella_2
umi11719bins,Escherichia_1
umi1171bins,Staphylococcus_5
umi11725bins,Staphylococcus_1
umi11726bins,Staphylococcus_6
umi11727bins,Staphylococcus_4
umi11730bins,Pseudomonas_1_2_3_4
umi11732bins,Enterococcus_3
umi11734bins,Staphylococcus_5
umi11736bins,Staphylococcus_5
umi1173bins,Escherichia_3
umi11740bins,Listeria_4
umi11741bins,Bacillus_4_5
umi11742bins,Escherichia_3
umi11743bins,Staphylococcus_2
umi11745bins,Lactobacillus_3
umi11750bins,Listeria_6
umi11751bins,Salmonella_2
umi11753bins,Lactobacillus_4
umi11754bins,Staphylococcus_6
umi11760bins,Lactobacillus_5
umi11772bins,Escherichia_1
umi11773bins,Staphylococcus_5
umi11778bins,Bacillus_7
umi11779bins,Bacillus_3
umi11781bins,Staphylococcus_1
umi11787bins,Staphylococcus_2
umi11789bins,Lactobacillus_2
umi11790bins,Lactobacillus_5
umi11793bins,Staphylococcus_5
umi11794bins,Listeria_2_5
umi11797bins,Bacillus_7
umi11799bins,Enterococcus_2
umi11800bins,Lactobacillus_5
umi11801bins,Enterococcus_4
umi11802bins,Listeria_2_5
umi11804bins,Bacillus_6
umi11805bins,Bacillus_10
umi11807bins,Staphylococcus_4
umi11813bins,Lactobacillus_5
umi11815bins,Lactobacillus_4
umi1181bins,Salmonella_1
umi11820bins,Bacillus_4_5
umi11823bins,Pseudomonas_1_2_3_4
umi11825bins,Listeria_3
umi11827bins,Bacillus_3
umi11828bins,Bacillus_3
umi11829bins,Staphylococcus_3
umi1182bins,Staphylococcus_2
umi11830bins,Lactobacillus_3
umi11831bins,Lactobacillus_1
umi11834bins,Staphylococcus_2
umi11836bins,Listeria_2_5
umi1183bins,Staphylococcus_1
umi11840bins,Lactobacillus_2
umi11842bins,Escherichia_1
umi1184bins,Staphylococcus_1
umi11850bins,Pseudomonas_1_2_3_4
umi11853bins,Staphylococcus_4
umi11855bins,Pseudomonas_1_2_3_4
umi1185bins,Lactobacillus_1
umi11860bins,Escherichia_5
umi11861bins,Escherichia_2
umi11862bins,Bacillus_4_5
umi11863bins,Staphylococcus_3
umi11865bins,Escherichia_2
umi11867bins,Salmonella_4
umi11871bins,Pseudomonas_1_2_3_4
umi11872bins,Lactobacillus_2
